freq_hz,level_db
40.464,-0.63
40.877,-0.59
41.295,-0.44
42.429,-0.37
49.085,-0.37
49.755,-0.48
50.605,-0.37
58.941,-0.37
59.948,-0.48
60.356,-0.48
60.767,-0.37
64.37,-0.37
66.363,-0.44
67.497,-0.66
72.476,-0.66
73.714,-0.44
75.74,-0.37
78.883,-0.37
79.419,-0.48
79.959,-0.48
81.326,-0.37
86.148,-0.37
86.734,-0.26
88.516,-0.18
90.028,-0.26
91.257,-0.15
98.32,-0.15
98.989,-0.22
100.68,-0.22
101.022,-0.15
108.473,-0.15
113.743,-0.33
118.865,-0.15
147.653,-0.15
148.657,-0.22
151.71,-0.15
160.163,-0.15
160.707,-0.26
161.8,-0.29
166.81,-0.33
167.376,-0.18
167.944,-0.15
190.378,-0.15
199.628,0.04
268.075,0.04
278.256,-0.04
283.011,-0.15
295.757,-0.15
296.761,-0.22
300.81,-0.22
301.831,-0.15
391.817,-0.15
394.481,-0.22
402.584,-0.22
403.951,-0.15
491.683,-0.15
495.026,-0.22
496.707,-0.48
501.782,-0.48
505.194,-0.37
513.827,-0.29
517.321,-0.15
544.296,-0.15
546.144,-0.18
547.997,-0.37
566.885,-0.26
590.412,-0.26
602.539,-0.37
610.762,-0.26
649.175,-0.26
669.279,-0.15
690.005,-0.15
692.347,-0.22
708.966,-0.22
711.373,-0.15
787.494,-0.15
798.241,-0.26
809.134,-0.15
883.658,-0.15
886.657,-0.22
904.869,-0.22
911.022,-0.15
991.564,-0.07
1005.096,-0.15
1093.955,-0.18
1108.884,-0.22
1124.016,-0.37
1396.238,-0.37
1429.754,-0.22
1474.03,-0.18
1494.146,-0.26
1514.536,-0.15
1609.792,-0.15
1665.277,-0.22
1705.25,-0.37
1966.067,-0.37
1986.155,-0.48
2033.831,-0.37
2344.904,-0.37
2384.973,-0.22
2483.954,-0.15
2787.278,-0.15
2815.758,-0.04
2952.56,0.04
3191.884,0.04
3324.353,0.22
3557.464,0.22
3680.08,0.44
3768.417,0.44
3845.82,0.66
4032.667,0.74
4157.549,0.96
4242.945,0.96
4374.339,1.1
4389.187,1.18
5009.325,1.21
5164.452,1.4
5270.53,1.4
5378.787,1.47
5452.19,1.62
5564.178,1.65
5914.133,2.39
6180.489,2.65
6243.64,2.79
6458.84,2.87
6546.983,3.01
7101.683,3.01
7371.395,2.65
7522.803,2.54
7573.96,2.39
7651.35,2.35
7808.508,2.1
7835.013,2.13
7861.608,1.99
7888.294,2.02
8132.576,1.69
8271.542,1.62
8384.422,1.43
8911.754,1.21
9002.813,1.36
9156.649,1.43
9376.446,1.69
10000,3.05
10033.944,3.01
10068.003,3.24
10136.469,3.31
10557.151,4.15
11070.063,4.96
11529.492,5.4
11766.307,5.48
11967.365,5.4
12379.846,5.07
12850.014,4.49
13158.467,4.01
13383.313,3.46
13986.059,2.21
14517.229,1.29
14566.507,1.14
14665.563,1.07
14715.344,0.77
14815.413,0.81
15017.597,0.22
15171.043,0.04
15430.28,-0.51
15482.656,-0.55
15535.211,-0.81
15587.943,-0.96
15962.118,-1.54
16794.441,-2.39
17197.577,-2.72
17432.27,-2.83
17610.389,-3.05
17730.145,-3.05
17972.106,-3.27
18717.982,-3.53
19560.985,-3.97
19827.931,-4.01
19895.235,-4.12
