freq_hz,level_db
50.875,-16.79
51.231,-16.96
51.589,-16.87
52.313,-16.87
52.679,-16.71
53.047,-16.71
53.418,-16.54
54.927,-16.37
55.311,-16.2
55.698,-16.2
56.087,-16.04
57.672,-15.87
58.076,-15.7
58.891,-15.54
59.302,-15.54
60.134,-15.28
62.701,-15.03
63.14,-14.87
63.581,-14.87
64.026,-14.7
65.835,-14.53
66.295,-14.36
68.169,-14.28
68.645,-14.03
69.125,-14.03
71.079,-13.7
71.576,-13.7
72.076,-13.53
74.113,-13.36
74.631,-13.19
75.153,-13.19
75.678,-13.03
76.74,-13.03
77.277,-12.86
77.817,-12.86
78.361,-12.69
80.575,-12.53
81.139,-12.36
83.432,-12.19
84.015,-12.02
86.389,-11.86
86.993,-11.69
87.601,-11.69
88.214,-11.52
88.831,-11.52
90.077,-11.35
90.707,-11.35
91.341,-11.19
93.922,-11.02
94.579,-10.85
95.24,-10.85
96.576,-10.6
98.616,-10.52
101.403,-10.18
104.269,-10.02
104.998,-9.85
105.732,-9.85
107.215,-9.68
110.245,-9.6
111.016,-9.35
111.792,-9.35
112.574,-9.18
114.153,-9.18
114.951,-9.01
118.2,-8.85
119.026,-8.68
122.39,-8.51
123.246,-8.34
129.405,-8.01
130.31,-7.84
133.992,-7.68
134.929,-7.51
141.673,-7.17
142.663,-7.01
149.793,-6.67
150.84,-6.51
152.957,-6.51
154.026,-6.34
161.724,-6
162.855,-5.84
165.14,-5.84
166.294,-5.5
174.605,-5.33
188.513,-4.67
195.195,-4.58
199.318,-4.25
213.699,-3.83
216.698,-3.66
235.594,-3.16
238.899,-3.16
254.359,-2.74
267.071,-2.58
282.379,-2.24
292.389,-2.16
304.87,-1.91
311.309,-1.91
320.107,-1.74
326.868,-1.74
333.772,-1.57
343.204,-1.57
352.903,-1.4
362.876,-1.4
373.131,-1.24
389.059,-1.24
391.779,-1.15
400.053,-1.15
402.85,-1.07
420.047,-1.07
431.918,-0.9
450.355,-0.9
463.082,-0.74
479.498,-0.74
493.048,-0.57
633.6,-0.57
638.03,-0.4
665.266,-0.15
669.917,0.02
679.317,0.02
684.067,0.1
923.005,0.1
929.458,0.02
1003.49,0.02
1010.505,-0.07
1228.171,-0.07
1236.757,0.02
1289.552,0.1
1316.788,0.27
1431.609,0.27
1441.618,0.18
1472.066,0.18
1482.358,0.1
1891.704,0.1
2000.134,0.43
2056.657,0.35
2071.036,0.27
2114.778,0.27
2174.541,0.1
2220.469,0.1
2315.256,0.35
2347.743,0.35
2397.329,0.52
2447.963,0.52
2465.077,0.94
2499.666,0.85
2517.142,1.02
2552.461,1.02
2570.306,0.85
2588.276,0.85
2717.632,1.1
2996.061,1.1
3017.008,1.19
3326.109,1.27
3349.363,1.52
3372.779,1.52
3492.34,1.86
3516.756,1.52
3541.342,1.94
3692.515,2.19
3744.326,2.36
3850.14,2.53
3904.163,2.53
3986.623,2.69
4156.803,2.78
4274.274,2.94
4582.68,2.94
4811.711,2.69
4879.227,2.53
4947.689,2.53
4982.28,2.36
5017.113,2.36
5052.189,2.19
5087.51,2.19
5123.079,2.02
5267.856,1.94
5304.685,1.52
5341.772,1.52
5379.118,1.94
5492.729,2.02
5569.8,2.27
5807.563,3.28
5848.166,3.53
5930.224,3.7
6013.434,3.61
6097.811,3.36
6140.443,3.36
6183.373,3.19
6226.602,3.19
6270.134,3.03
6313.971,3.03
6358.114,2.86
6402.565,2.86
6447.327,2.69
6492.403,2.69
6864.536,2.19
7009.521,2.19
7058.527,2.11
7107.875,2.19
7258,2.19
7308.743,2.27
7359.84,1.94
7411.295,1.86
7515.286,2.27
7620.737,2.86
7727.667,3.11
7781.694,3.44
7836.098,3.44
7890.882,4.03
8001.603,4.11
8343.174,4.11
8401.504,4.03
8699.326,3.95
8945.168,3.53
9070.682,3.53
9134.098,3.61
9327.018,3.53
9590.598,3.78
9657.649,3.95
9725.168,4.28
9861.627,4.45
10069.913,5.12
10354.487,5.54
10947.989,5.12
11179.22,5.12
11415.335,4.87
11737.93,4.03
11819.994,3.61
12154.025,2.53
12324.564,2.19
12584.869,1.94
12761.454,2.02
12850.673,2.19
13030.987,2.27
13492.919,1.86
13587.252,1.69
14466.487,1.52
14567.627,1.35
14772.032,1.19
14875.308,1.02
15189.487,-0.07
15402.618,-0.9
15510.303,-1.49
15727.935,-2.49
15837.894,-3.24
15948.621,-3.58
16060.123,-4.08
16285.47,-4.92
16399.327,-5.25
16513.979,-5.42
16629.434,-5.5
16745.695,-5.25
16980.662,-4.67
17218.926,-3.83
17339.308,-3.66
17460.533,-3.16
17582.604,-2.91
17705.53,-2.49
17829.314,-2.32
18079.486,-2.41
18333.168,-2.83
18461.341,-3.16
19115.772,-4.08
19249.416,-4.41
19383.994,-4.5
19655.98,-4.5
19793.401,-4.25
19931.783,-4.33
20071.132,-4.25
