freq_hz,level_db
19.963,-1.48
22.086,-1.28
25.632,-1.14
35.642,-1.16
42.706,-1.34
56.911,-1.9
69.286,-1.96
73.852,-2.13
81.703,-2.19
111.815,-1.45
134.688,-1.16
176.65,-0.6
276.127,-0.43
345.228,-0.17
447.992,-0.23
487.777,-0.14
506.277,-0.03
696.556,0.03
817.034,-0.03
884.876,0.06
1049.024,0.06
1054.617,0.11
1435.634,0.14
1862.979,0.43
2469.504,0.51
3038.638,0.48
3170.697,0.4
3470.689,0.03
3679.763,0.03
4027.92,0.28
5089.762,0.4
6363.487,0.88
7040.039,0.65
7385.166,0.65
7747.213,0.88
8301.73,1.36
8616.579,1.39
9789.536,0.82
10160.812,0.8
10772.898,0.97
11181.469,0.97
12304.651,0.8
13045.882,1.05
13397.408,1.05
13685.437,0.94
14509.846,0.31
14980.27,0.06
16839.452,-0.28
17759.169,-0.54
18237.696,-0.77
19336.334,-1.45
19752.042,-1.53
