freq_hz,level_db
20.281,-0.26
22.34,-0.26
22.887,-0.13
26.141,-0.13
27.436,0
43.959,0
45.582,-0.13
47.84,-0.13
49.606,-0.26
51.438,-0.26
53.338,-0.39
57.35,-0.39
59.467,-0.53
64.718,-0.53
67.108,-0.66
73.921,-0.79
75.73,-0.92
85.459,-0.92
93.004,-0.66
96.439,-0.66
98.799,-0.53
104.954,-0.53
108.829,-0.39
119.878,-0.39
124.305,-0.26
140.275,-0.26
145.455,-0.13
156.396,-0.13
158.298,-0.53
162.171,-0.53
164.143,-0.46
178.636,-0.46
180.808,-0.13
189.765,-0.13
192.072,-0.07
199.165,-0.07
201.587,-0.33
216.749,-0.33
219.385,-0.26
227.486,-0.33
230.253,-0.13
253.629,-0.13
256.714,-0.33
276.023,-0.33
279.379,-0.26
293.219,-0.26
296.784,-0.13
322.988,-0.13
326.916,-0.2
373.404,-0.2
377.944,-0.13
1068.738,-0.13
1108.203,0
1394.302,0
1463.371,0.13
2233.991,0.13
2344.654,0
2776.96,0
2879.503,-0.13
3058.893,-0.13
3171.848,-0.26
3249.459,-0.26
3328.969,-0.39
3493.873,-0.39
3622.89,-0.53
4088.355,-0.53
4188.391,-0.39
4395.868,-0.39
4613.622,-0.2
4669.725,-0.07
4726.511,-0.07
4901.045,0.2
4960.644,0.2
5143.824,0.53
5875.284,1.45
6092.239,1.84
6317.204,2.11
6471.778,2.24
6710.759,2.24
6958.565,2.11
7303.265,1.64
7392.076,1.64
7758.25,1.32
7852.594,1.12
7948.084,0.72
8341.801,-0.13
8443.241,-0.53
8649.836,-0.86
8861.486,-0.99
9078.315,-0.99
9413.547,-0.59
10244.687,0.86
10495.361,1.18
10752.169,1.38
11149.21,1.45
11843.793,1.18
12133.595,0.92
12281.145,0.92
12889.504,0.46
13046.246,0.46
13204.894,0.33
13692.506,0.2
13859.012,0.07
16217.121,-0.2
17020.454,-0.59
17436.922,-0.92
17863.58,-1.32
18523.222,-2.04
19440.79,-2.83
19677.198,-2.89
