freq_hz,level_db
50.758,1.95
51.664,1.85
63.133,3.21
64.26,3.15
69.379,3.94
70.202,3.87
86.294,5.13
87.317,5.13
88.353,5
95.392,5.79
96.524,5.73
101.785,6.06
117.951,6.79
120.056,6.85
121.481,6.75
131.935,7.42
133.5,7.28
151.991,7.75
170.01,7.95
197.013,7.88
219.073,7.68
239.332,7.42
242.171,7.42
243.604,7.52
266.131,6.99
267.705,7.05
287.334,6.79
334.941,6.06
340.918,6.16
368.079,5.4
374.648,5.53
431.602,4.74
439.305,4.7
441.903,4.6
463.247,4.34
468.743,4.4
506.087,3.61
515.119,3.74
611.183,2.68
636.938,2.48
648.306,2.62
704.095,1.95
891.382,0.99
