freq_hz,level_db
50.068,3.41
51.348,3.15
53.736,2.93
56.805,2.8
57.672,2.68
58.849,2.74
65.102,2.32
65.432,2.39
89.035,1.72
91.774,1.72
101.015,1.5
103.076,1.56
116.356,1.27
121.153,1.27
125.512,1.15
130.686,1.15
175.154,0.67
180.542,0.7
206.914,0.45
217.63,0.45
227.749,0.32
238.338,0.32
