freq_hz,level_db
50.077,-7.23
54.375,-6.37
59.693,-5.52
60.352,-5.3
61.692,-5.18
64.461,-4.73
65.172,-4.7
66.986,-4.36
67.355,-4.36
77.687,-2.96
91.091,-1.52
92.603,-1.43
96.231,-1.04
104.489,-0.43
105.642,-0.27
111.603,0.03
117.9,0.21
125.927,0.24
129.431,0.37
139.769,0.37
140.538,0.43
183.908,0.43
184.92,0.37
213.286,0.37
225.321,0.24
268.585,0.21
314.929,0.03
582.367,-0.4
675.397,-0.37
679.114,-0.27
682.852,-0.37
749.637,-0.34
770.495,-0.24
864.629,-0.21
1071.019,0.03
1150.235,0.21
1235.31,0.24
1262.732,0.37
1363.591,0.46
1440.529,0.64
1616.522,0.82
2150.496,1.62
2620.325,2.5
3106.366,3.45
3485.879,4.18
4611.96,4.94
5232.542,4.94
5936.629,4.66
5969.304,4.73
6068.412,4.57
6517.25,4.27
6735.458,3.78
6922.868,3.11
7313.478,1.55
7516.972,1.1
7558.345,1.07
7726.127,1.1
7984.81,1.62
8028.758,1.86
8252.154,2.35
8297.574,2.53
8389.165,2.74
8528.45,2.96
8622.589,3.2
8717.767,3.26
8960.334,3.6
9465.904,3.96
9836.682,4.12
10110.382,4.12
10334.816,3.96
10739.629,3.45
11221.724,2.62
11345.592,2.29
11470.828,2.1
11725.461,1.52
11985.746,1.07
12118.048,0.64
12319.243,0.27
12523.779,-0.24
12731.711,-0.64
12943.095,-1.19
13230.41,-1.74
13376.45,-2.16
13748.643,-2.87
13976.911,-3.48
14208.969,-3.9
14365.811,-4.39
14604.326,-4.79
14846.801,-5.46
15010.684,-5.73
