freq_hz,level_db
51.455,-12.65
52.011,-12.63
53.142,-12.36
56.887,-11.37
70.035,-7.84
74.703,-6.85
78.83,-6.16
83.185,-5.58
87.153,-5.19
102.043,-4.4
109.236,-4.2
118.199,-4.18
122.953,-4.08
130.212,-3.76
147.618,-3.27
148.68,-3.19
151.369,-3.19
152.458,-3.11
168.556,-2.75
171.604,-2.75
179.147,-2.55
198.062,-2.3
216.632,-1.98
230.245,-1.86
231.901,-1.78
245.591,-1.64
249.138,-1.54
255.469,-1.54
298.046,-1.09
308.924,-1.09
315.641,-0.99
356.554,-0.87
368.246,-0.77
398.463,-0.77
510.283,-0.32
534.626,-0.32
550.181,-0.22
619.272,-0.1
635.008,0
748.85,0.04
759.665,0.12
762.393,0.28
787.391,0.28
798.763,0.12
855.063,0.12
899.071,0.22
1180.634,0.34
1236.956,0.44
1589.769,0.57
1659.649,0.67
1834.882,0.69
2242.807,0.89
2488.518,1.13
2506.423,1.21
2588.607,1.25
2616.596,1.33
2673.485,1.33
3030.872,1.78
3232.891,1.9
3374.996,2.1
3923.387,2.46
3951.617,2.55
4463.832,2.79
4512.097,2.87
4676.78,2.89
4761.363,2.99
5282.993,3.11
5716.508,3.09
6032.309,2.83
6789.844,1.66
6962.381,1.62
7164.941,1.84
7864.856,3.45
8122.739,3.96
8329.146,4.26
8820.843,4.77
9077.473,4.81
9375.116,4.77
9647.87,4.59
10327.892,3.88
10552.438,3.78
11055.844,3.76
11459.362,3.58
11583.265,3.43
12049.15,2.71
12806.278,1.41
13369.192,0.61
13807.557,0.12
14518.201,-0.46
16166.59,-2.57
17493.198,-4.51
18196.782,-5.76
18393.533,-6.26
18525.881,-6.51
18659.181,-6.89
18793.44,-6.93
18860.931,-7.11
18996.642,-7.25
