freq_hz,level_db
52.964,-2.75
53.419,-2.77
58.693,-1.9
59.707,-1.95
64.765,-0.89
65.883,-0.94
70.855,-0.34
73.954,-0.17
82.658,1.16
84.086,1.11
92.388,1.88
94.386,1.88
103.262,2.82
105.948,2.8
117.409,3.4
118.927,3.3
135.22,4.34
136.967,4.22
154.405,4.75
155.067,4.75
156.4,4.58
174.063,5.2
174.81,4.89
177.068,4.89
177.828,5.2
178.591,5.23
196.223,5.3
247.242,4.75
263.635,4.51
267.042,4.51
268.188,4.63
298.474,4.02
302.331,4.12
339.367,3.64
343.752,3.71
418.55,2.6
444.395,2.17
452.069,2.27
503.121,1.35
536.48,0.96
562.341,0.75
567.176,0.87
656.016,0.27
658.83,0.41
755.532,0.34
809.082,1.13
812.552,1.25
862.727,1.13
