freq_hz,level_db
57.146,-11.78
58.132,-11.64
63.865,-10.29
73.543,-8.72
83.607,-7.59
92.246,-6.89
109.451,-5.25
117.703,-4.77
123.371,-4.36
136.119,-3.73
150.828,-3.18
167.126,-2.75
194.103,-2.22
229.323,-1.73
281.562,-1.3
417.253,-0.87
503.615,-0.77
582.411,-0.82
664.952,-0.67
782.255,-0.39
816.425,-0.29
823.436,-0.19
866.786,-0.14
870.499,0.1
977.017,0.27
989.629,0.19
993.869,0.29
1087.231,0.53
1091.89,0.67
1209.879,0.77
1295.539,0.92
1301.09,1.01
1312.263,1.04
1352.131,0.96
1524.084,1.11
1911.698,1.11
2173.318,1.01
2327.191,1.11
2545.802,1.35
2784.95,1.73
3085.891,2.34
3614.782,3.64
4074.483,4.29
4307.357,4.48
4711.982,4.48
5088.924,4.24
5311.215,3.98
5935.683,3.04
6301.818,2.36
6383.167,2.29
6805.941,2.99
7350.393,3.64
8536.866,4.58
8909.769,4.72
8947.944,4.82
9540.59,4.92
10347.951,4.82
10392.288,4.72
10753.889,4.55
11033.323,4.34
12018.28,3.45
12814.282,2.6
14567.942,0.7
15532.815,-0.31
16561.594,-1.47
17359.089,-2.43
18351.235,-3.73
18667.772,-4.02
