freq_hz,level_db
54.341,2.12
55.044,2.1
58.193,2.53
58.945,2.46
61.26,3.11
62.585,3.08
65.883,3.47
67.021,3.37
69.653,4.02
70.855,3.95
75.231,4.36
76.203,4.24
79.535,4.84
80.563,4.75
84.086,4.89
84.446,5.23
85.537,5.28
86.273,5.2
90.431,5.73
91.6,5.69
96.841,6.12
98.513,6.05
102.821,6.65
105.948,6.7
111.055,6.96
112.49,6.84
117.409,7.42
118.927,7.3
126.812,7.59
127.902,7.61
128.451,7.52
135.8,7.93
136.382,7.83
137.555,7.83
147.304,8.02
148.571,7.9
156.4,8.36
157.745,8.22
170.378,8.41
171.108,8.34
181.674,8.46
196.223,8.46
210.131,8.31
211.033,8.39
216.522,8.36
227.933,8.22
229.892,8.34
242.008,7.88
244.088,8
261.388,7.69
264.766,7.78
277.529,7.23
282.321,7.28
298.474,6.89
302.331,6.96
316.905,6.41
321,6.48
342.284,6.12
345.226,6.22
361.868,5.66
366.544,5.76
387.516,5.45
413.21,4.87
434.987,4.72
446.301,4.55
452.069,4.63
469.822,4
475.893,4.07
503.121,3.66
514.004,3.71
534.189,3.06
543.413,3.13
576.969,2.72
584.425,2.84
609.981,2.24
617.863,2.31
658.83,2
667.344,2.1
705.526,1.69
762.027,1.42
768.578,1.59
809.082,1.13
812.552,1.25
870.144,1.08
881.388,1.08
885.169,1.16
935.814,0.84
939.828,0.94
1010.757,0.87
1023.819,0.92
1037.049,1.64
1041.497,1.71
