freq_hz,level_db
40.016,-6.19
42.669,-5.69
42.852,-5.5
44.535,-5.36
48.101,-4.75
50.853,-4.47
51.071,-4.31
51.291,-4.25
55.398,-3.58
66.024,-2.28
75.07,-1.53
86.458,-0.86
91.014,-0.69
91.796,-0.64
92.19,-0.47
92.585,-0.44
97.049,-0.36
123.333,-0.44
123.862,-0.61
124.926,-0.64
142.651,-0.83
162.891,-1.22
178.973,-1.33
210.581,-1.36
239.432,-1.28
264.2,-1.11
295.298,-0.75
296.564,-0.72
297.836,-0.53
301.685,-0.47
302.979,-0.67
305.584,-0.67
308.211,-0.64
309.533,-0.44
362.643,-0.28
426.689,0
476.912,0.11
588.189,0.17
624.509,0.28
860.883,0.33
1008.597,0.44
1012.922,0.61
1017.267,0.64
1141.881,0.89
1355.097,1.47
1797.409,2.86
1949.678,3.33
2207.324,4.19
2226.3,4.28
2235.849,4.47
2323.652,4.64
2520.502,5.39
2597.157,5.5
2608.296,5.69
2687.621,5.94
2841.395,6.25
3068.943,6.39
3203.142,6.31
3328.931,5.92
3343.209,5.67
3386.412,5.58
3430.173,5.28
3459.66,4.97
3474.499,4.53
3595.523,4.03
3626.432,4
3641.986,3.75
3689.05,3.42
3866.879,3.08
4018.734,2.44
4070.666,2.39
4123.269,2.5
4194.465,2.78
4303.571,3.36
4530.372,4.06
4728.476,4.11
4789.58,4.06
4956.411,3.64
5173.145,2.86
5445.772,1.75
5539.804,1.5
5611.392,1.47
5708.284,1.64
5831.755,2
5957.896,2.14
6009.114,2.11
6139.091,1.83
6245.095,1.56
6352.929,1.17
6380.177,0.92
6462.624,0.72
6659.17,-0.06
6832.388,-0.83
6920.679,-1.06
6950.362,-1.31
7070.374,-1.83
7379.548,-3.33
7411.199,-3.67
7442.986,-3.72
7735.276,-5.28
7936.486,-6.61
7970.526,-6.69
8004.712,-6.92
8073.525,-7.17
8426.565,-8.25
