freq_hz,level_db
50.056,-1.66
56.411,-1.59
56.767,-1.45
61.994,-1.38
62.385,-1.56
70.75,-1.52
71.197,-1.31
77.752,-1.24
78.242,-1.7
83.849,-1.7
84.378,-1.2
87.074,-1.17
260.196,-0.6
593.231,-0.39
608.349,-0.32
647.851,-0.32
651.94,-0.21
668.554,-0.18
730.109,-0.14
792.332,-0.14
797.332,-0.57
807.428,-0.32
828.005,-0.25
833.23,-0.11
870.744,-0.04
1119.903,0.14
1352.532,0.18
1378.302,0.21
1387,0.32
2251.433,0.6
3304.652,1.24
4526.241,2.02
5037.161,2.48
5748.61,3.47
6519.4,4.18
7301.095,4.57
7923.318,4.6
8332.302,4.5
8707.444,4.25
9099.476,3.79
9449.522,3.15
9629.563,2.69
9813.033,2.02
10190.529,0.07
10384.688,-0.71
10582.546,-1.24
10784.174,-1.27
11199.028,-1.17
13440.496,-0.39
13696.576,-0.53
14045.622,-0.85
16029.428,-2.9
17505.294,-3.93
18641.97,-4.39
19852.454,-4.53
